sp323,0
sp532,0
sp533,0
sp17,0
sp277,0
sp278,0
sp78,1
sp476,0
sp477,1
sp464,0
sp465,0
sp375,0
sp333,1
sp334,1
sp225,1
sp280,0
sp281,0
sp274,0
sp275,0
sp153,0
sp154,0
sp417,0
sp418,0
sp125,0
sp398,1
sp399,1
sp420,0
sp513,0
sp514,0
sp301,0
sp302,0
sp409,0
sp552,1
sp553,1
sp405,0
sp254,0
sp71,0
sp171,0
sp172,0
sp364,0
sp365,0
sp92,1
sp49,1
sp305,0
sp317,0
sp318,0
sp43,0
sp158,0
sp355,1
sp356,1
sp164,0
sp165,0
sp441,0
sp442,0
sp104,1
sp38,1
sp183,0
sp51,1
sp234,0
sp282,0
sp283,0
sp528,0
sp529,0
sp166,1
sp184,0
sp300,1
sp380,1
sp388,1
sp389,1
sp296,0
sp297,0
sp265,0
sp292,1
sp518,1
sp519,1
sp21,1
sp370,1
sp371,1
sp163,1
sp107,1
sp250,1
sp251,1
sp122,0
sp141,0
sp287,0
sp288,0
sp65,1
sp252,0
sp198,0
sp263,0
sp264,0
sp62,0
sp66,0
sp81,0
sp279,0
sp496,0
sp497,0
sp244,0
sp55,0
sp331,1
sp332,1
sp238,0
sp504,0
sp505,0
sp79,0
sp472,1
sp473,1
sp108,0
sp294,0
sp295,0
sp56,0
sp492,1
sp493,1
sp303,1
sp304,1
sp118,0
sp136,1
sp556,0
sp557,0
sp433,0
sp434,0
sp221,0
sp220,0
sp344,0
sp345,0
sp515,0
sp534,0
sp535,0
sp6,0
sp359,0
sp500,0
sp501,0
sp349,0
sp350,0
sp162,0
sp298,0
sp299,0
sp44,0
sp189,1
sp190,0
sp176,0
sp321,0
sp322,0
sp484,0
sp485,0
sp319,0
sp341,0
sp346,0
sp347,1
sp425,0
sp426,0
sp272,0
sp273,1
sp314,1
sp458,1
sp459,1
sp396,1
sp397,1
sp201,1
sp311,1
sp550,1
sp551,1
sp395,1
sp454,0
sp455,0
sp554,0
sp555,0
