sp323,1
sp532,1
sp533,1
sp17,0
sp277,0
sp278,0
sp78,0
sp476,0
sp477,0
sp464,0
sp465,0
sp375,0
sp333,0
sp334,0
sp225,0
sp280,0
sp281,0
sp274,1
sp275,0
sp153,0
sp154,1
sp417,0
sp418,0
sp125,1
sp398,1
sp399,1
sp420,1
sp513,1
sp514,1
sp301,0
sp302,0
sp409,0
sp552,0
sp553,0
sp405,0
sp254,0
sp71,1
sp171,1
sp172,1
sp364,0
sp365,0
sp92,0
sp49,0
sp305,0
sp317,0
sp318,0
sp43,0
sp158,0
sp355,0
sp356,0
sp164,0
sp165,0
sp441,0
sp442,0
sp104,0
sp38,0
sp183,0
sp51,0
sp234,1
sp282,1
sp283,1
sp528,1
sp529,1
sp166,1
sp184,1
sp300,1
sp380,1
sp388,1
sp389,1
sp296,0
sp297,0
sp265,0
sp292,1
sp518,1
sp519,1
sp21,0
sp370,0
sp371,0
sp163,0
sp107,0
sp250,1
sp251,1
sp122,1
sp141,1
sp287,1
sp288,1
sp65,0
sp252,1
sp198,1
sp263,1
sp264,1
sp62,1
sp66,1
sp81,1
sp279,1
sp496,0
sp497,1
sp244,1
sp55,0
sp331,1
sp332,1
sp238,1
sp504,1
sp505,1
sp79,1
sp472,1
sp473,1
sp108,1
sp294,1
sp295,1
sp56,1
sp492,1
sp493,1
sp303,1
sp304,1
sp118,0
sp136,1
sp556,0
sp557,0
sp433,0
sp434,0
sp221,0
sp220,1
sp344,1
sp345,1
sp515,1
sp534,1
sp535,1
sp6,0
sp359,1
sp500,1
sp501,1
sp349,1
sp350,1
sp162,1
sp298,1
sp299,1
sp44,1
sp189,1
sp190,1
sp176,1
sp321,1
sp322,1
sp484,1
sp485,1
sp319,1
sp341,1
sp346,1
sp347,1
sp425,1
sp426,1
sp272,1
sp273,1
sp314,1
sp458,1
sp459,1
sp396,1
sp397,1
sp201,1
sp311,1
sp550,1
sp551,1
sp395,1
sp454,1
sp455,1
sp554,1
sp555,1
sp415,1
sp416,1
sp351,1
sp468,1
sp469,1
sp90,1
sp95,1
sp145,1
sp146,1
sp42,1
sp366,0
sp367,0
sp93,0
sp462,0
sp463,0
sp357,0
sp358,0
sp102,0
sp103,0
sp475,0
sp488,0
sp489,0
sp474,0
sp173,0
sp119,0
sp120,0
sp144,1
sp96,1
sp480,1
sp481,1
sp400,1
sp80,0
sp542,0
sp543,0
sp383,1
sp384,1
sp53,0
sp520,0
sp521,0
sp443,0
sp444,0
sp58,0
sp212,0
sp530,0
sp531,0
sp456,0
sp457,0
sp431,1
sp432,1
sp403,0
sp404,0
sp151,0
sp406,0
sp407,0
sp218,0
sp219,0
sp150,0
sp490,0
sp491,0
sp338,0
sp548,0
sp549,0
sp28,1
sp524,1
sp525,1
sp408,1
sp63,0
sp69,0
sp70,1
sp48,1
sp342,0
sp343,0
sp249,1
sp313,1
sp360,1
sp361,1
sp337,1
sp538,1
sp539,1
sp271,1
sp284,1
sp285,1
sp328,1
sp329,1
sp114,1
sp269,1
sp270,1
